year,health_board,age,sex,incident_cases,crude_rate,easr
2014,NHS Ayrshire & Arran,All,Female,513,264.43435275439566,236.0455580306954
2014,NHS Borders,All,Male,154,278.4256296215943,285.191995831319
2014,NHS Borders,All,Female,155,264.6451194317813,218.4590752128446
2014,NHS Dumfries & Galloway,All,Male,205,280.8988764044944,266.01886656697485
2014,NHS Dumfries & Galloway,All,Female,224,289.78007761966364,229.68285474861506
2014,NHS Fife,All,Male,447,251.16451556714296,296.7212359134144
2014,NHS Fife,All,Female,481,254.59299525218466,244.72627424245945
2014,NHS Forth Valley,All,Male,306,209.88949935181185,265.6997330907303
2014,NHS Forth Valley,All,Female,395,256.6951955757446,258.889667770641
2014,NHS Grampian,All,Male,543,189.0767275449623,254.75228952105104
2014,NHS Grampian,All,Female,555,190.05872985976748,192.931047417119
2014,NHS Greater Glasgow & Clyde,All,Male,1288,235.10342360233938,312.74850667578534
2014,NHS Greater Glasgow & Clyde,All,Female,1545,261.8306794379029,267.9100332795634
2014,NHS Highland,All,Male,409,259.7105719347485,283.736685378863
2014,NHS Highland,All,Female,439,268.50645577594696,230.6389281052991
2014,NHS Lanarkshire,All,Male,782,248.32097550132576,319.62627323074366
2014,NHS Lanarkshire,All,Female,788,233.36047975124012,242.79770968325874
2014,NHS Lothian,All,Male,766,185.49551033059853,259.7038249096058
2014,NHS Lothian,All,Female,897,205.37030762045185,220.01053416912615
2014,NHS Orkney,All,Male,31,289.0982001305605,298.21230621469783
2014,NHS Orkney,All,Female,31,286.05702685244995,251.0995922784772
2014,NHS Shetland,All,Male,20,169.90909863223175,223.78560360965344
2014,NHS Shetland,All,Female,22,192.49278152069297,190.11570009541123
2014,NHS Tayside,All,Male,476,238.00238002380024,266.10782323434086
2014,NHS Tayside,All,Female,562,264.8919222103864,229.4792534714424
2014,NHS Western Isles,All,Male,33,244.10089503661513,246.32309309172985
2014,NHS Western Isles,All,Female,33,237.73503349902745,178.33598681208673
2015,Scotland,All,Male,6110,235.31405375635944,286.47375014354327
2015,Scotland,All,Female,6817,247.7944945057741,238.1085127345343
2015,NHS Ayrshire & Arran,All,Male,519,292.00447852726217,314.4916983250196
2015,NHS Ayrshire & Arran,All,Female,562,290.5849443907282,254.73236843550407
2015,NHS Borders,All,Male,159,287.4238507565213,279.542620831944
2015,NHS Borders,All,Female,181,308.237257539892,247.32638017826645
2015,NHS Dumfries & Galloway,All,Male,212,291.10882251973914,278.4643302482424
2015,NHS Dumfries & Galloway,All,Female,231,299.474946522331,237.1231431388375
2015,NHS Fife,All,Male,428,240.56837087998562,277.7525268166363
2015,NHS Fife,All,Female,480,253.5148781544117,237.2559710434192
2015,NHS Forth Valley,All,Male,353,241.57399486740803,290.73340064649074
2015,NHS Forth Valley,All,Female,405,262.51823043266893,261.7183978370616
2015,NHS Grampian,All,Male,542,187.14500284860938,245.95419613999272
2015,NHS Grampian,All,Female,571,193.8188421785102,195.61217265765333
2015,NHS Greater Glasgow & Clyde,All,Male,1341,243.65072731831577,319.0959387248902
2015,NHS Greater Glasgow & Clyde,All,Female,1541,260.21087043153466,262.31719663649955
2015,NHS Highland,All,Male,387,245.76890102562476,264.6793190003364
2015,NHS Highland,All,Female,454,278.0755213916026,233.23989410535276
2015,NHS Lanarkshire,All,Male,827,262.3497912621975,330.29104037327363
2015,NHS Lanarkshire,All,Female,841,248.76357698951705,253.34756313811778
2015,NHS Lothian,All,Male,811,194.44384504911446,265.7761682502663
2015,NHS Lothian,All,Female,921,208.82791083660408,220.43527922888623
2015,NHS Orkney,All,Male,23,214.37226209339173,214.53362219352516
2015,NHS Orkney,All,Female,29,267.2564740576905,229.16334139587929
2015,NHS Shetland,All,Male,27,228.94937674891887,277.9936379152108
2015,NHS Shetland,All,Female,28,245.03369213266825,238.52775630327545
2015,NHS Tayside,All,Male,454,226.01345128514038,248.27012308107416
2015,NHS Tayside,All,Female,537,252.19911049326765,215.2714862511788
2015,NHS Western Isles,All,Male,27,200.8330853912526,195.5566487865845
2015,NHS Western Isles,All,Female,36,260.7561929595828,196.3035009198353
2016,Scotland,All,Male,6240,239.0375062871844,287.3094729879911
2016,Scotland,All,Female,6748,244.2687520972615,234.87315266721112
2016,NHS Ayrshire & Arran,All,Male,519,292.26428800702786,305.2493976773686
2016,NHS Ayrshire & Arran,All,Female,572,296.3561662288678,258.7315359374789
2016,NHS Borders,All,Male,188,340.1299006748322,325.0537862553079
2016,NHS Borders,All,Female,178,302.94262811239514,242.2127537517694
2016,NHS Dumfries & Galloway,All,Male,215,295.7725165426256,268.7013496894209
2016,NHS Dumfries & Galloway,All,Female,201,261.11017290429857,204.6092151014076
2016,NHS Fife,All,Male,418,234.76947098238105,268.7685794913876
2016,NHS Fife,All,Female,493,259.4286255545089,242.48391213919012
2016,NHS Forth Valley,All,Male,381,258.63297875951207,317.50678356300034
2016,NHS Forth Valley,All,Female,378,243.341895362985,239.90986043114347
2016,NHS Grampian,All,Male,521,178.5622483077714,234.191802628961
2016,NHS Grampian,All,Female,622,210.1031937712172,212.8309938707248
2016,NHS Greater Glasgow & Clyde,All,Male,1377,248.17786621104312,325.89000261179643
2016,NHS Greater Glasgow & Clyde,All,Female,1478,248.38415853564263,251.81249742220325
2016,NHS Highland,All,Male,371,235.32844492933805,243.8308481621053
2016,NHS Highland,All,Female,471,288.34145505301564,241.1616318775768
2016,NHS Lanarkshire,All,Male,826,261.38992351338436,321.32789183316345
2016,NHS Lanarkshire,All,Female,829,244.91339401513204,248.89221878325597
2016,NHS Lothian,All,Male,829,196.6486701900542,264.90092972251006
2016,NHS Lothian,All,Female,903,202.3592897032064,215.40774718122103
2016,NHS Orkney,All,Male,17,157.62633286972647,145.46810952669915
2016,NHS Orkney,All,Female,20,183.73909049150205,157.66903428663957
2016,NHS Shetland,All,Male,26,220.65687855384874,264.05990918530483
2016,NHS Shetland,All,Female,21,183.93623543838135,171.65004027650332
2016,NHS Tayside,All,Male,516,255.71645208289968,280.173279939513
2016,NHS Tayside,All,Female,545,255.563787783582,219.07253322209323
2016,NHS Western Isles,All,Male,36,269.17900403768505,263.5558684013864
2016,NHS Western Isles,All,Female,37,270.15186915887847,201.64264952447246
2017,Scotland,All,Male,6429,244.68097657738167,289.0717545576028
2017,Scotland,All,Female,6824,245.71537417043157,234.24151748857835
2017,NHS Ayrshire & Arran,All,Male,612,344.59071406853525,353.6643714491412
2017,NHS Ayrshire & Arran,All,Female,602,311.9849915525658,269.1032823360689
2017,NHS Borders,All,Male,175,315.22443980113843,306.4252048495234
2017,NHS Borders,All,Female,164,277.90015928423765,221.19723309850292
2017,NHS Dumfries & Galloway,All,Male,204,281.251292515131,251.29307522752637
2017,NHS Dumfries & Galloway,All,Female,202,262.3819605907491,201.31233473468149
2017,NHS Fife,All,Male,460,256.1931919443949,285.764788160203
2017,NHS Fife,All,Female,466,244.26296533143235,223.8237755120621
2017,NHS Forth Valley,All,Male,360,242.793746712168,280.8989347775911
2017,NHS Forth Valley,All,Female,394,252.23102825755734,248.64669823132252
2017,NHS Grampian,All,Male,553,189.28956511321434,239.8778836750879
2017,NHS Grampian,All,Female,598,202.0577452653275,201.83206710474724
2017,NHS Greater Glasgow & Clyde,All,Male,1406,250.64890612966715,321.00187829383816
2017,NHS Greater Glasgow & Clyde,All,Female,1511,251.65465852578004,256.0643055658045
2017,NHS Highland,All,Male,410,259.22296336104705,268.1175887882441
2017,NHS Highland,All,Female,444,271.1698781567777,222.26032868677697
2017,NHS Lanarkshire,All,Male,817,257.53616381443527,316.02923864412116
2017,NHS Lanarkshire,All,Female,824,242.88657727418772,245.33764023933867
2017,NHS Lothian,All,Male,856,200.26202507954332,265.6343131538807
2017,NHS Lothian,All,Female,930,205.4976135761004,218.32914614721568
2017,NHS Orkney,All,Male,20,183.8235294117647,190.30987902217078
2017,NHS Orkney,All,Female,28,255.24156791248862,215.74589491804363
2017,NHS Shetland,All,Male,26,220.65687855384874,276.420187998895
2017,NHS Shetland,All,Female,21,183.93623543838135,169.73383128546632
2017,NHS Tayside,All,Male,494,244.35727605941742,264.0238991801068
2017,NHS Tayside,All,Female,593,278.00306600345976,232.27658600884874
2017,NHS Western Isles,All,Male,35,263.7727032933906,247.74856638467574
2017,NHS Western Isles,All,Female,46,337.46606998752844,234.2201574043005
2018,Scotland,All,Male,6399,242.35882286103853,282.2267365490406
2018,Scotland,All,Female,6965,250.13467408870534,236.4215496370927
2018,NHS Ayrshire & Arran,All,Male,610,343.4491301165475,339.75765940908843
2018,NHS Ayrshire & Arran,All,Female,673,349.0663900414938,295.8749693134629
2018,NHS Borders,All,Male,174,311.88944057072183,289.8806022049546
2018,NHS Borders,All,Female,165,278.57034323242897,219.91309268307734
2018,NHS Dumfries & Galloway,All,Male,214,295.48216060974266,256.3025115904843
2018,NHS Dumfries & Galloway,All,Female,234,304.7827446076899,230.71146080740974
2018,NHS Fife,All,Male,460,255.11335906650694,282.54144160507894
2018,NHS Fife,All,Female,505,264.26231567049365,243.47638161170707
2018,NHS Forth Valley,All,Male,365,245.2363675454863,285.003988758394
2018,NHS Forth Valley,All,Female,415,264.76292553462974,256.7476902946255
2018,NHS Grampian,All,Male,582,199.54947078246022,253.19402532307362
2018,NHS Grampian,All,Female,620,210.36702259409685,206.46283633300018
2018,NHS Greater Glasgow & Clyde,All,Male,1320,233.2044231105583,300.86269191831934
2018,NHS Greater Glasgow & Clyde,All,Female,1494,247.72709560707233,251.62893409704958
2018,NHS Highland,All,Male,369,233.09287076926964,227.8490378606666
2018,NHS Highland,All,Female,451,275.5309010043743,222.48237155368025
2018,NHS Lanarkshire,All,Male,877,275.5487410218868,332.4216528671078
2018,NHS Lanarkshire,All,Female,832,244.80956640459488,243.11499303734797
2018,NHS Lothian,All,Male,817,188.89649304527967,249.59259359709066
2018,NHS Lothian,All,Female,912,199.5894410182563,210.5759055081374
2018,NHS Orkney,All,Male,20,182.7318410232983,165.9521185210442
2018,NHS Orkney,All,Female,27,244.23337856173677,203.3635161167141
2018,NHS Shetland,All,Male,21,179.01287187793028,210.37074383148217
2018,NHS Shetland,All,Female,21,185.03832936822627,174.82253919525095
2018,NHS Tayside,All,Male,527,260.16083567412267,269.09572840212104
2018,NHS Tayside,All,Female,559,261.79849477573845,219.84912763250716
2018,NHS Western Isles,All,Male,41,308.0390683696469,277.16310547328123
2018,NHS Western Isles,All,Female,52,381.2316715542522,274.96558282707315
2009,Scotland,0-44 years,All,576,19.4951632703001,19.426646353758926
2009,Scotland,45-64 years,All,2633,189.34613379357458,191.66283953336043
2009,Scotland,65-74 years,All,2701,579.2420742913882,591.0456436677699
2009,Scotland,75plus years,All,7149,1826.3008785352808,1907.8455984533587
2009,Scotland,All,All,13059,250.99463760595054,295.0469379532885
2009,NHS Ayrshire & Arran,0-44 years,All,37,18.587360594795538,18.9280768036332
2009,NHS Ayrshire & Arran,45-64 years,All,213,203.10473720344802,203.82562015722738
2009,NHS Ayrshire & Arran,65-74 years,All,211,560.2910326880693,570.700749165957
2009,NHS Ayrshire & Arran,75plus years,All,550,1802.1560339460664,1882.3904939582958
2009,NHS Ayrshire & Arran,All,All,1011,271.69385396791273,293.5736739342993
2009,NHS Borders,0-44 years,All,16,27.82608695652174,28.38870017376302
2009,NHS Borders,45-64 years,All,58,173.65269461077844,170.51705004502446
2009,NHS Borders,65-74 years,All,75,617.9451264727692,636.2383175273692
2009,NHS Borders,75plus years,All,179,1733.9920565727018,1794.3386924203633
2009,NHS Borders,All,All,328,289.3436838390967,288.8124220139699
2009,NHS Dumfries & Galloway,0-44 years,All,8,10.710364955685865,10.367773934018151
2009,NHS Dumfries & Galloway,45-64 years,All,78,174.70378748852107,173.37478741245235
2009,NHS Dumfries & Galloway,65-74 years,All,88,507.29232720355105,516.4286045832697
2009,NHS Dumfries & Galloway,75plus years,All,252,1759.5307917888565,1871.9121711042283
2009,NHS Dumfries & Galloway,All,All,426,282.10052314416265,274.24001546929355
2009,NHS Fife,0-44 years,All,29,14.475175074746808,14.563395816441941
2009,NHS Fife,45-64 years,All,167,169.30251419302513,168.10930067975016
2009,NHS Fife,65-74 years,All,204,613.4046967555703,621.5753469626048
2009,NHS Fife,75plus years,All,547,1966.9183746853648,1998.6474838980705
2009,NHS Fife,All,All,947,263.01902513539784,297.5568834029123
2009,NHS Forth Valley,0-44 years,All,29,17.269203056053453,16.831946982517117
2009,NHS Forth Valley,45-64 years,All,166,211.90497466076056,213.50297318870312
2009,NHS Forth Valley,65-74 years,All,164,624.9761823101253,632.878908938498
2009,NHS Forth Valley,75plus years,All,395,1925.6081509286794,1963.7604151288037
2009,NHS Forth Valley,All,All,754,257.3203194321207,308.85826206570016
2009,NHS Grampian,0-44 years,All,45,14.149341583971625,14.001016756565335
2009,NHS Grampian,45-64 years,All,208,139.5439328579,140.64328107105786
2009,NHS Grampian,65-74 years,All,238,508.75355379320666,517.075129708083
2009,NHS Grampian,75plus years,All,677,1700.3214788024916,1787.173660031495
2009,NHS Grampian,All,All,1168,210.94836460835486,259.9695365545589
2009,NHS Greater Glasgow & Clyde,0-44 years,All,160,24.345597935493295,24.813158940898294
2009,NHS Greater Glasgow & Clyde,45-64 years,All,625,219.90007740482724,226.00799980059048
2009,NHS Greater Glasgow & Clyde,65-74 years,All,619,659.2961826857533,675.7966701100485
2009,NHS Greater Glasgow & Clyde,75plus years,All,1501,1841.0626893498018,1942.5084719229494
2009,NHS Greater Glasgow & Clyde,All,All,2905,260.10887862182585,319.0756386098621
2009,NHS Highland,0-44 years,All,32,19.44354990612411,18.20372663249042
2009,NHS Highland,45-64 years,All,140,149.81433723207311,148.53359326511458
2009,NHS Highland,65-74 years,All,183,562.5749331365859,575.3425850714797
2009,NHS Highland,75plus years,All,499,1894.960695705009,1968.9118809861661
2009,NHS Highland,All,All,854,269.4941462337089,286.8044553180605
2009,NHS Lanarkshire,0-44 years,All,91,24.36405792755575,23.91654206135137
2009,NHS Lanarkshire,45-64 years,All,333,193.4854101542073,198.3672225939247
2009,NHS Lanarkshire,65-74 years,All,347,615.9909110274799,639.076364180875
2009,NHS Lanarkshire,75plus years,All,745,1745.9164303625412,1873.6637377336226
2009,NHS Lanarkshire,All,All,1516,235.1809621321419,301.2150013355377
2009,NHS Lothian,0-44 years,All,88,18.07783328950828,17.94566014015452
2009,NHS Lothian,45-64 years,All,368,181.794828727535,187.09242678368142
2009,NHS Lothian,65-74 years,All,310,488.60448255209155,499.2134039019449
2009,NHS Lothian,75plus years,All,1012,1798.9831834180682,1865.421723879363
2009,NHS Lothian,All,All,1778,219.80195571818868,279.575512132206
2009,NHS Orkney,0-44 years,All,-1,-1,15.313862463398433
2009,NHS Orkney,45-64 years,All,-1,-1,114.1893464561238
2009,NHS Orkney,65-74 years,All,-1,-1,623.6501010259776
2009,NHS Orkney,75plus years,All,-1,-1,1644.450635705319
2009,NHS Orkney,All,All,49,236.25843780135003,252.01348036231437
2009,NHS Shetland,0-44 years,All,-1,-1,29.423315884014144
2009,NHS Shetland,45-64 years,All,-1,-1,138.70900706461856
2009,NHS Shetland,65-74 years,All,-1,-1,462.98926941060176
2009,NHS Shetland,75plus years,All,-1,-1,2024.9913909913416
2009,NHS Shetland,All,All,53,235.76512455516013,283.5095759268255
2009,NHS Tayside,0-44 years,All,32,14.68112145416508,15.166659282827904
2009,NHS Tayside,45-64 years,All,244,223.71364653243847,225.03223531402836
2009,NHS Tayside,65-74 years,All,225,570.7183441558442,577.0516366457331
2009,NHS Tayside,75plus years,All,686,1935.0653014019351,2012.8038537960267
2009,NHS Tayside,All,All,1187,295.3397526809485,309.56630706038897
2009,NHS Western Isles,0-44 years,All,-1,-1,23.4158894519106
2009,NHS Western Isles,45-64 years,All,-1,-1,204.92598835517043
2009,NHS Western Isles,65-74 years,All,-1,-1,506.563057534916
2009,NHS Western Isles,75plus years,All,-1,-1,1743.2435396429382
2009,NHS Western Isles,All,All,83,304.25219941348973,277.0310068271825
2010,Scotland,0-44 years,All,552,18.716216720227145,18.682227679953833
2010,Scotland,45-64 years,All,2611,184.91121641269407,187.20887614734355
2010,Scotland,65-74 years,All,2716,573.4022429401432,583.2266526571121
2010,Scotland,75plus years,All,6965,1754.881038466287,1846.0246524585568
2010,Scotland,All,All,12844,245.49398879948012,287.079772376488
2010,NHS Ayrshire & Arran,0-44 years,All,43,21.834393740130093,21.821872793026976
2010,NHS Ayrshire & Arran,45-64 years,All,182,171.56377553425148,170.49279880318898
2010,NHS Ayrshire & Arran,65-74 years,All,227,590.0395092534831,605.5863876737723
2010,NHS Ayrshire & Arran,75plus years,All,500,1616.1354968000517,1696.9066610165396
2010,NHS Ayrshire & Arran,All,All,952,255.61850549096474,273.27257318831425
2010,NHS Borders,0-44 years,All,11,19.387701147399405,20.190287749275512
2010,NHS Borders,45-64 years,All,50,147.8721201904593,144.8571225737608
2010,NHS Borders,65-74 years,All,68,544.435548438751,554.003267272691
2010,NHS Borders,75plus years,All,181,1715.6398104265402,1782.630830522199
2010,NHS Borders,All,All,310,272.9113478299146,267.89701067728583
2010,NHS Dumfries & Galloway,0-44 years,All,14,18.944263271133003,18.988479529511743
2010,NHS Dumfries & Galloway,45-64 years,All,77,171.20622568093384,170.95065356437811
2010,NHS Dumfries & Galloway,65-74 years,All,102,577.3802785010755,589.1360661155769
2010,NHS Dumfries & Galloway,75plus years,All,276,1888.0831851142427,2037.270727641828
2010,NHS Dumfries & Galloway,All,All,469,310.2672664726118,300.7693545703967
2010,NHS Fife,0-44 years,All,32,16.04211054016794,16.460539224770773
2010,NHS Fife,45-64 years,All,193,193.47013242178494,193.1016074959573
2010,NHS Fife,65-74 years,All,185,542.2039859320047,544.5837927997893
2010,NHS Fife,75plus years,All,507,1806.9712737900065,1924.4060301111112
2010,NHS Fife,All,All,917,253.72845245012593,290.43845812178284
2010,NHS Forth Valley,0-44 years,All,40,23.97822776918558,23.114873998615856
2010,NHS Forth Valley,45-64 years,All,151,189.38681315924796,190.05503756642344
2010,NHS Forth Valley,65-74 years,All,163,606.4890608721536,616.0856396357474
2010,NHS Forth Valley,75plus years,All,406,1955.213098964604,2137.0374774230263
2010,NHS Forth Valley,All,All,760,258.33644923348857,319.8689820441806
2010,NHS Grampian,0-44 years,All,42,13.129636402854757,12.857492035627638
2010,NHS Grampian,45-64 years,All,216,142.63827988800253,143.68911234761617
2010,NHS Grampian,65-74 years,All,230,485.836801081515,494.8656677188866
2010,NHS Grampian,75plus years,All,709,1748.4586929716402,1871.54802414683
2010,NHS Grampian,All,All,1197,214.05196616655638,265.420877755055
2010,NHS Greater Glasgow & Clyde,0-44 years,All,161,24.522347321733193,24.802401046419305
2010,NHS Greater Glasgow & Clyde,45-64 years,All,665,229.85486307217445,238.60953688311739
2010,NHS Greater Glasgow & Clyde,65-74 years,All,632,670.293889931804,680.2163890765352
2010,NHS Greater Glasgow & Clyde,75plus years,All,1498,1822.6948628720222,1908.3856103317291
2010,NHS Greater Glasgow & Clyde,All,All,2956,263.3806456211631,319.80224962198434
2010,NHS Highland,0-44 years,All,23,14.068396875592557,13.905087438889538
2010,NHS Highland,45-64 years,All,154,163.13040899123968,159.94458552040896
2010,NHS Highland,65-74 years,All,175,523.1063549949183,538.6806484353443
2010,NHS Highland,75plus years,All,464,1727.7330950253204,1764.4540985180565
2010,NHS Highland,All,All,816,256.44248900062854,265.25639933224494
2010,NHS Lanarkshire,0-44 years,All,80,21.549402004094386,21.160336275783934
2010,NHS Lanarkshire,45-64 years,All,344,196.32013879377251,200.6740022779797
2010,NHS Lanarkshire,65-74 years,All,319,556.4276992848421,566.0092384031466
2010,NHS Lanarkshire,75plus years,All,690,1584.5313002342352,1727.7829129496183
2010,NHS Lanarkshire,All,All,1433,221.36744214786668,279.53662439038396
2010,NHS Lothian,0-44 years,All,63,12.88011677972547,12.903215500829107
2010,NHS Lothian,45-64 years,All,322,156.2348374575449,160.01945476047968
2010,NHS Lothian,65-74 years,All,337,523.0645061153537,535.5384684752024
2010,NHS Lothian,75plus years,All,958,1684.6621883023247,1735.9033183766533
2010,NHS Lothian,All,All,1680,205.75123695684124,261.83572972576985
2010,NHS Orkney,0-44 years,All,0,0,0
2010,NHS Orkney,45-64 years,All,-1,-1,95.09771588424246
2010,NHS Orkney,65-74 years,All,-1,-1,255.81234245922107
2010,NHS Orkney,75plus years,All,-1,-1,1131.3918146915923
2010,NHS Orkney,All,All,32,152.81757402101243,153.88645398978576
2010,NHS Shetland,0-44 years,All,0,0,0
2010,NHS Shetland,45-64 years,All,-1,-1,125.29499102577428
2010,NHS Shetland,65-74 years,All,-1,-1,488.5974275924072
2010,NHS Shetland,75plus years,All,-1,-1,1459.5643539481607
2010,NHS Shetland,All,All,40,175.51557700745943,215.86669437436746
2010,NHS Tayside,0-44 years,All,41,18.78906751232746,19.271634001896263
2010,NHS Tayside,45-64 years,All,229,207.2360681254638,207.45344259100088
2010,NHS Tayside,65-74 years,All,242,609.2801933583423,611.1890815152751
2010,NHS Tayside,75plus years,All,690,1920.0267134151434,1958.5043467673377
2010,NHS Tayside,All,All,1202,297.252516259861,305.8220894158035
2010,NHS Western Isles,0-44 years,All,-1,-1,12.79660707103945
2010,NHS Western Isles,45-64 years,All,-1,-1,167.1517062777643
2010,NHS Western Isles,65-74 years,All,-1,-1,673.2474859452419
2010,NHS Western Isles,75plus years,All,-1,-1,1588.5474037891765
2010,NHS Western Isles,All,All,80,291.75784099197665,264.86562234724516
2011,Scotland,0-44 years,All,518,17.596112821655584,17.84000187212361
2011,Scotland,45-64 years,All,2563,178.46374950736208,180.18487183407862
2011,Scotland,65-74 years,All,2684,561.4123159303882,571.2646168003533
2011,Scotland,75plus years,All,6961,1722.4143988993967,1776.0409824007843
2011,Scotland,All,All,12726,241.8380145186424,277.20906522708526
2011,NHS Ayrshire & Arran,0-44 years,All,38,19.520213694970977,20.046325451854575
2011,NHS Ayrshire & Arran,45-64 years,All,197,183.33426396411488,182.18622477564688
2011,NHS Ayrshire & Arran,65-74 years,All,213,544.9939871555408,554.3866835590878
2011,NHS Ayrshire & Arran,75plus years,All,506,1601.6206121609218,1655.2146014903758
2011,NHS Ayrshire & Arran,All,All,954,255.90128755364807,266.28428121738597
2011,NHS Borders,0-44 years,All,6,10.757507844016136,11.872037654625593
2011,NHS Borders,45-64 years,All,65,188.76691641981762,184.71111041273397
2011,NHS Borders,65-74 years,All,68,533.2078726574139,546.2825830632369
2011,NHS Borders,75plus years,All,183,1705.8165548098434,1752.836314724603
2011,NHS Borders,All,All,322,283.2263171782918,270.4742841397265
2011,NHS Dumfries & Galloway,0-44 years,All,8,10.974539069359087,11.666512577460395
2011,NHS Dumfries & Galloway,45-64 years,All,81,178.05328409390663,173.46546933260316
2011,NHS Dumfries & Galloway,65-74 years,All,85,475.0195596289259,480.16529669363183
2011,NHS Dumfries & Galloway,75plus years,All,275,1855.8509920367121,1912.5667567516934
2011,NHS Dumfries & Galloway,All,All,449,297.1542025148908,274.81663042545216
2011,NHS Fife,0-44 years,All,33,16.63834786247649,17.312965182620534
2011,NHS Fife,45-64 years,All,168,166.39429505274106,165.8708569414516
2011,NHS Fife,65-74 years,All,174,500.71942446043164,506.8415011517153
2011,NHS Fife,75plus years,All,486,1701.799845927586,1735.0487003940905
2011,NHS Fife,All,All,861,237.4451890460826,262.677518944498
2011,NHS Forth Valley,0-44 years,All,25,15.037232186894753,14.788363508734696
2011,NHS Forth Valley,45-64 years,All,150,184.69494551499108,187.0631416544393
2011,NHS Forth Valley,65-74 years,All,162,593.2762030323006,605.0628661378389
2011,NHS Forth Valley,75plus years,All,409,1925.158860908449,1890.5350183229211
2011,NHS Forth Valley,All,All,746,252.00999932436994,291.2372014266791
2011,NHS Grampian,0-44 years,All,45,13.984536210625762,13.99713710847314
2011,NHS Grampian,45-64 years,All,196,127.26198437794211,127.6141329196408
2011,NHS Grampian,65-74 years,All,219,458.96554614804256,465.13627207859213
2011,NHS Grampian,75plus years,All,685,1657.1110627283063,1672.691959053771
2011,NHS Grampian,All,All,1145,202.70868372134197,240.75778414537186
2011,NHS Greater Glasgow & Clyde,0-44 years,All,149,22.72429181040925,23.36210510003129
2011,NHS Greater Glasgow & Clyde,45-64 years,All,620,210.29495563454807,216.4827050376019
2011,NHS Greater Glasgow & Clyde,65-74 years,All,603,642.555730787264,652.2116863044089
2011,NHS Greater Glasgow & Clyde,75plus years,All,1502,1799.104041396162,1884.3053970150322
2011,NHS Greater Glasgow & Clyde,All,All,2874,254.8233792027238,308.05316638229726
2011,NHS Highland,0-44 years,All,23,14.18334751668085,14.88253969486644
2011,NHS Highland,45-64 years,All,171,178.68151847943074,174.11956140828656
2011,NHS Highland,65-74 years,All,219,643.0207293440601,657.0153650524912
2011,NHS Highland,75plus years,All,497,1811.9508549345583,1824.2280375107073
2011,NHS Highland,All,All,910,284.9538124315015,287.3453919148991
2011,NHS Lanarkshire,0-44 years,All,80,21.710576307248076,21.54976256141357
2011,NHS Lanarkshire,45-64 years,All,332,185.77687749357895,190.4322050802125
2011,NHS Lanarkshire,65-74 years,All,339,586.60667935629,607.1230216955976
2011,NHS Lanarkshire,75plus years,All,735,1652.539514805405,1742.9253598500866
2011,NHS Lanarkshire,All,All,1486,228.80546915899362,282.71260579396517
2011,NHS Lothian,0-44 years,All,67,13.610610588242464,13.802179898969781
2011,NHS Lothian,45-64 years,All,344,163.58984601630192,167.1031434467573
2011,NHS Lothian,65-74 years,All,360,552.0964328436033,561.1697891897278
2011,NHS Lothian,75plus years,All,943,1632.080859827965,1722.0002208354679
2011,NHS Lothian,All,All,1714,207.62419294271558,265.6383578989479
2011,NHS Orkney,0-44 years,All,-1,-1,9.92063492063492
2011,NHS Orkney,45-64 years,All,-1,-1,109.83206633544012
2011,NHS Orkney,65-74 years,All,-1,-1,430.9845976543218
2011,NHS Orkney,75plus years,All,-1,-1,1790.2610157066974
2011,NHS Orkney,All,All,50,235.626767200754,240.83951460334103
2011,NHS Shetland,0-44 years,All,0,0,0
2011,NHS Shetland,45-64 years,All,-1,-1,153.57529646359714
2011,NHS Shetland,65-74 years,All,-1,-1,841.6795214958761
2011,NHS Shetland,75plus years,All,-1,-1,1459.658367804477
2011,NHS Shetland,All,All,52,225.49869904596704,260.44305642232314
2011,NHS Tayside,0-44 years,All,41,18.766019772976932,19.159059269028194
2011,NHS Tayside,45-64 years,All,208,185.71760210003748,184.8514789461897
2011,NHS Tayside,65-74 years,All,201,501.9729284251536,509.5244653660077
2011,NHS Tayside,75plus years,All,645,1764.7058823529412,1819.1865765649136
2011,NHS Tayside,All,All,1095,268.9955044586926,276.55839468028853
2011,NHS Western Isles,0-44 years,All,-1,-1,16.51910946798333
2011,NHS Western Isles,45-64 years,All,-1,-1,161.2269586417624
2011,NHS Western Isles,65-74 years,All,-1,-1,445.27808715195874
2011,NHS Western Isles,75plus years,All,-1,-1,1465.0560252889143
2011,NHS Western Isles,All,All,68,246.37681159420288,230.25470457973597
2012,Scotland,0-44 years,All,494,16.762451294729704,17.228497215333483
2012,Scotland,45-64 years,All,2591,177.89550510033484,179.85022690884466
2012,Scotland,65-74 years,All,2669,550.5590164610752,561.7420489984625
2012,Scotland,75plus years,All,6792,1650.2099206966257,1695.284844772477
2012,Scotland,All,All,12546,236.72144757448254,268.5222498014854
2012,NHS Ayrshire & Arran,0-44 years,All,42,21.73676774263667,22.606182087716554
2012,NHS Ayrshire & Arran,45-64 years,All,180,165.7092355280601,163.91005799652234
2012,NHS Ayrshire & Arran,65-74 years,All,210,528.355054596689,542.4216433426149
2012,NHS Ayrshire & Arran,75plus years,All,535,1663.0917964499986,1710.3669793687989
2012,NHS Ayrshire & Arran,All,All,967,258.72217465753425,266.5308043906118
2012,NHS Borders,0-44 years,All,11,20.002909514111145,18.975939589235463
